table_name,table_type,table_comment,column_name,ordinal_position,data_type,is_nullable,column_default,column_comment,constraint_type,constraint_name,column_tags,table_tags
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,defect_item,2,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,item,3,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,pn,4,STRING,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,spare,5,STRING,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,ipc,6,STRING,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,required_date,7,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,qty,8,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,reserved,9,STRING,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,notes,10,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,blob_no,11,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,document_no,12,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,created_by,13,STRING,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,created_date,14,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,modified_by,15,STRING,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,modified_date,16,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,picklist_processed,17,STRING,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,qty_reserved,18,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report_pn,STREAMING_TABLE,Silver defect report parts - validated parts associated with defect reports,processed_timestamp,19,TIMESTAMP,YES,,,,,,
qx_ppmtx_dq_orphaned_defect_pn,MATERIALIZED_VIEW,Referential integrity check - defect report parts without matching part master entry,defect_type,0,STRING,YES,,,,,,
qx_ppmtx_dq_orphaned_defect_pn,MATERIALIZED_VIEW,Referential integrity check - defect report parts without matching part master entry,defect,1,STRING,YES,,,,,,
qx_ppmtx_dq_orphaned_defect_pn,MATERIALIZED_VIEW,Referential integrity check - defect report parts without matching part master entry,defect_item,2,DECIMAL,YES,,,,,,
qx_ppmtx_dq_orphaned_defect_pn,MATERIALIZED_VIEW,Referential integrity check - defect report parts without matching part master entry,pn,3,STRING,YES,,,,,,
qx_ppmtx_dq_orphaned_defect_pn,MATERIALIZED_VIEW,Referential integrity check - defect report parts without matching part master entry,processed_timestamp,4,TIMESTAMP,YES,,,,,,
qx_ppmtx_dq_orphaned_defect_pn,MATERIALIZED_VIEW,Referential integrity check - defect report parts without matching part master entry,integrity_issue,5,STRING,YES,,,,,,
qx_ppmtx_dq_orphaned_inventory,MATERIALIZED_VIEW,Referential integrity check - inventory detail records without matching part master entry,batch,0,DECIMAL,YES,,,,,,
qx_ppmtx_dq_orphaned_inventory,MATERIALIZED_VIEW,Referential integrity check - inventory detail records without matching part master entry,pn,1,STRING,YES,,,,,,
qx_ppmtx_dq_orphaned_inventory,MATERIALIZED_VIEW,Referential integrity check - inventory detail records without matching part master entry,sn,2,STRING,YES,,,,,,
qx_ppmtx_dq_orphaned_inventory,MATERIALIZED_VIEW,Referential integrity check - inventory detail records without matching part master entry,condition,3,STRING,YES,,,,,,
qx_ppmtx_dq_orphaned_inventory,MATERIALIZED_VIEW,Referential integrity check - inventory detail records without matching part master entry,processed_timestamp,4,TIMESTAMP,YES,,,,,,
qx_ppmtx_dq_orphaned_inventory,MATERIALIZED_VIEW,Referential integrity check - inventory detail records without matching part master entry,integrity_issue,5,STRING,YES,,,,,,
qx_ppmtx_dq_record_counts,MATERIALIZED_VIEW,Data quality monitoring - record counts and processing timestamps per Silver table,table_name,0,STRING,YES,,,,,,
qx_ppmtx_dq_record_counts,MATERIALIZED_VIEW,Data quality monitoring - record counts and processing timestamps per Silver table,record_count,1,LONG,YES,,,,,,
qx_ppmtx_dq_record_counts,MATERIALIZED_VIEW,Data quality monitoring - record counts and processing timestamps per Silver table,last_processed,2,TIMESTAMP,YES,,,,,,
qx_ppmtx_dq_rules,MANAGED,Centralized data quality rules for Silver layer pipelines,table_name,0,STRING,NO,,Target Silver table name,PRIMARY KEY,pk_dq_rules,,
qx_ppmtx_dq_rules,MANAGED,Centralized data quality rules for Silver layer pipelines,rule_name,1,STRING,NO,,Unique rule identifier within a table,PRIMARY KEY,pk_dq_rules,,
qx_ppmtx_dq_rules,MANAGED,Centralized data quality rules for Silver layer pipelines,constraint_sql,2,STRING,NO,,SQL boolean expression for the rule,,,,
qx_ppmtx_dq_rules,MANAGED,Centralized data quality rules for Silver layer pipelines,severity,3,STRING,NO,,CRITICAL (drop) or WARNING (log only),,,,
qx_ppmtx_dq_rules,MANAGED,Centralized data quality rules for Silver layer pipelines,description,4,STRING,YES,,Human-readable rule description,,,,
qx_ppmtx_dq_rules,MANAGED,Centralized data quality rules for Silver layer pipelines,is_active,5,BOOLEAN,NO,,Whether the rule is currently active,,,,
qx_ppmtx_dq_rules,MANAGED,Centralized data quality rules for Silver layer pipelines,created_date,6,TIMESTAMP,YES,,Rule creation timestamp,,,,
qx_ppmtx_dq_rules,MANAGED,Centralized data quality rules for Silver layer pipelines,modified_date,7,TIMESTAMP,YES,,Last modification timestamp,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,order_type,0,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,order_number,1,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,order_line,2,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,status,3,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,requisition,4,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,requisition_line,5,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,pn,6,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,sn,7,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,batch,8,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,pn_description,9,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,exchange_pn,10,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,exchange_pn_description,11,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,exchange_sn,12,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,exchange_repair,13,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,exchange_repair_cost,14,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,actual_repair,15,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,non_inventory_flag,16,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,qty_require,17,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,qty_received,18,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,qty_available,19,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,qty_pending_ri,20,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,qty_us,21,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,unit_cost,22,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,labor_cost,23,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,duty_cost,24,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,freight_cost,25,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,tax_cost,26,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,loan_days,27,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,load_initial_cost,28,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,cost_per_day_factor_1,29,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,cost_per_day_factor_2,30,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,uom,31,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,condition,32,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,delivery_date,33,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,owner,34,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,location,35,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_claim,36,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,gl_company,37,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,gl_expenditure,38,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,gl,39,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,gl_cost_center,40,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,wo,41,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,task_card,42,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,auto_issue,43,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ro_location,44,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ro_bin,45,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,notes,46,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,created_by,47,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,created_date,48,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,modified_by,49,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,modified_date,50,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,capital_expenditure,51,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,discount,52,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,last_date_received,53,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_claim_status,54,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,lead_days,55,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,return_pn_within_days,56,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,invoiced,57,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,expedite_date,58,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,expedited,59,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,invoice_status,60,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_hours,61,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_cycles,62,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_days,63,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,loan_category,64,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,invoice_reserved,65,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,fault_found,66,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,quoted,67,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ber,68,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,scrap,69,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,exchanged_core_cost,70,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,exchanged_core_cost_secondary,71,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,loan_days_factor_2,72,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,cost_per_day_factor_3,73,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,reserve_sn,74,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,reserve_batch,75,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,qty_reserved,76,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,qty_shipped,77,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,picklist,78,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,picklist_line,79,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,sn_to_be_send,80,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,sn_to_be_received,81,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,loan_days_factor_1_percent,82,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,loan_days_factor_2_percent,83,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,loan_days_factor_3_percent,84,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,fix_loan_cost,85,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,fix_loan_cost_percent,86,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_claim_print,87,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_claim_date,88,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_claim_transaction,89,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,so_type,90,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,so_number,91,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,so_line,92,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,insurance_claim,93,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,insurance_claim_number,94,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,unit_list_price,95,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,contract_order_by_months,96,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,number_of_months,97,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,number_of_months_issued,98,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ri_reset_at_receiving,99,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_goods_rcvd_batch,100,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_line,101,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,schedule_ac_days,102,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,blob_no,103,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,to_bin,104,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,loan_start_charge_date,105,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,loan_end_charge_date,106,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,exchange_batch,107,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,free_of_charge_flag,108,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,warranty_claim_order_item_type,109,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,consigned_generation_flag,110,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,consigned_generation_line,111,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,distribution_line,112,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ac,113,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ro_gl_company,114,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ro_gl_expenditure,115,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ro_gl,116,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ro_gl_cost_center,117,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,est_ship_date,118,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,receipt_at_vendor_date,119,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,actual_ship_from_date,120,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,interface_transfer_by,121,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,interface_transfer_date,122,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,us_code,123,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,miscellaneous_ref,124,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,amount_awarded,125,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,trax_transaction,126,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,spec2000_sent_status,127,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,spec2000_message_accepted,128,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,document_no,129,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,invoiceworks_transfer_by,130,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,invoiceworks_transfer_date,131,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,invoiceworks_prev_transaction,132,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,spec2000_prev_transaction,133,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,pricechange_unit_cost,134,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,earliest,135,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,defect_type,136,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,defect,137,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,defect_item,138,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,iface_baxter_matsup_xfer_date,139,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,override_receive_pn,140,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,ro_pn_on_ac,141,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,auto_issue_qty,142,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,auto_issue_qty_received,143,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,delivery_hour,144,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,delivery_minute,145,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,lht_number,146,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,remarks,147,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,license_type,148,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,qty_license,149,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,total_cost,150,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,converted_from_order_type,151,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,converted_from_order_line,152,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,converted_to_order_type,153,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,converted_to_order_line,154,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,vat_code,155,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,rental_issue_date,156,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,rental_last_invoice_date,157,TIMESTAMP,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,replacement_pn,158,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,line_identifier,159,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,line_item_sn,160,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,line_item_qty,161,DECIMAL,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,line_item_uom,162,STRING,YES,,,,,,
qx_ppmtx_order_detail,STREAMING_TABLE,Silver order detail - validated maintenance order line items,latest_ship_date,163,TIMESTAMP,YES,,,,,,
